latitude,longitude,city,region_name,country_name,sport_name,number_of_customers
-32.0395,115.8337,Booragoon,Western Australia,Australia,Rugby Union,2
-28.3627,153.5768,Pottsville Beach,New South Wales,Australia,Rugby League,1
-33.0280,116.8792,Williams,Western Australia,Australia,Tennis,2
-31.8761,116.2103,Mount Helena,Western Australia,Australia,Rugby League,3
-28.1124,153.3964,Varsity Lakes,Queensland,Australia,Cricket,7
-34.3167,149.8167,Richlands,New South Wales,Australia,Rugby Union,1
-36.7711,144.3631,Junortoun,Victoria,Australia,Cricket,1
-35.2324,149.0272,Higgins,Australian Capital Territory,Australia,Australian Rules,1
-27.2259,152.9910,Kallangur,Queensland,Australia,Rugby Union,1
-37.5115,145.1184,Whittlesea,Victoria,Australia,Rugby League,1
-32.0249,115.8020,Attadale,Western Australia,Australia,Rugby League,2
-36.1333,174.1833,Matakohe,Northland,New Zealand,Rugby Union,1
-37.0833,174.9500,Papakura,Auckland,New Zealand,Australian Rules,1
-33.4836,116.5773,Darkan,Western Australia,Australia,Rugby Union,1
-21.2351,148.9113,Mackay,Queensland,Australia,Soccer,2
-32.1334,115.8064,Beeliar,Western Australia,Australia,Rugby League,3
-27.6715,153.1702,Tanah Merah,Queensland,Australia,Rugby Union,1
-45.0100,168.4000,Queenstown,Otago,New Zealand,Australian Rules,1
-31.8892,138.4200,Hawker,South Australia,Australia,Soccer,3
-26.7836,153.1377,Dicky Beach,Queensland,Australia,Soccer,2
-37.8500,145.3667,Olinda,Victoria,Australia,Australian Rules,3
-25.2113,152.3091,Childers,Queensland,Australia,Soccer,1
-33.2500,151.4500,Warnervale,New South Wales,Australia,Cricket,2
-37.7532,145.0385,Melbourne,Victoria,Australia,Australian Rules,3
-33.9047,150.6086,Silverdale,New South Wales,Australia,Soccer,11
-34.7955,138.6694,Gulfview Heights,South Australia,Australia,Australian Rules,18
-33.9736,151.1373,Kogarah,New South Wales,Australia,Australian Rules,11
-27.2000,151.3167,Dalby,Queensland,Australia,Australian Rules,7
-33.2667,151.4833,Kanwal,New South Wales,Australia,Cricket,13
-33.8667,151.2167,Potts Point,New South Wales,Australia,Australian Rules,13
-32.9989,151.5802,Blackalls Park,New South Wales,Australia,Cricket,22
-28.0531,153.3981,Clear Island Waters,Queensland,Australia,Australian Rules,4
-38.1800,144.3676,Breakwater,Victoria,Australia,Soccer,13
-38.0905,176.6964,Kawerau,Bay of Plenty,New Zealand,Cricket,2
-33.4333,151.3833,Erina East,New South Wales,Australia,Rugby Union,7
-42.9218,147.4170,Tranmere,Tasmania,Australia,Rugby League,1
-43.1297,147.2474,Kettering,Tasmania,Australia,Soccer,1
-34.0167,151.1000,Sylvania Waters,New South Wales,Australia,Australian Rules,4
-25.9279,113.5337,Denham,Western Australia,Australia,Tennis,1
-36.8546,174.5839,Auckland,Auckland,New Zealand,Soccer,20
-33.7000,151.0000,Glenhaven,New South Wales,Australia,Soccer,9
-34.7263,135.8744,Port Lincoln,South Australia,Australia,Rugby Union,1
-30.8326,121.4900,Kalgoorlie,Western Australia,Australia,Rugby Union,4
-45.8962,170.5368,Dunedin,Otago,New Zealand,Rugby League,10
-39.5280,174.3533,Hawera,Taranaki,New Zealand,Tennis,2
-33.3000,151.2000,Mangrove Mountain,New South Wales,Australia,Rugby League,2
-38.0833,145.1333,Carrum North,Victoria,Australia,Rugby League,11
-33.7667,150.6167,Glenbrook,New South Wales,Australia,Australian Rules,4
-35.6930,174.3001,Whangarei,Northland,New Zealand,Rugby Union,5
-41.1703,174.9949,Lower Hutt,Wellington,New Zealand,Rugby League,4
-32.8000,151.6500,Beresfield,New South Wales,Australia,Tennis,5
-33.9451,151.2258,Eastgardens,New South Wales,Australia,Soccer,23
-35.3333,149.0500,Weston Creek,Australian Capital Territory,Australia,Cricket,3
-33.9354,150.8967,Lurnea,New South Wales,Australia,Cricket,6
-32.5995,115.6449,Wannanup,Western Australia,Australia,Tennis,3
-27.4982,153.0004,Brisbane,Queensland,Australia,Rugby League,10
-35.4593,149.1042,Conder,Australian Capital Territory,Australia,Rugby Union,4
-44.2375,171.2852,Temuka,Canterbury,New Zealand,Cricket,1
-42.2500,146.8833,Hermitage,Tasmania,Australia,Soccer,4
-33.8427,151.1936,Sydney,New South Wales,Australia,Tennis,6
-31.9111,115.9333,Perth,Western Australia,Australia,Cricket,2
-32.1500,116.0000,Armadale,Western Australia,Australia,Rugby League,22
-33.6094,150.7167,Richmond,New South Wales,Australia,Rugby Union,3
-36.9333,174.8000,Favona,Auckland,New Zealand,Rugby League,1
-18.4750,145.8858,Ingham,Queensland,Australia,Rugby League,12
-27.5026,152.9501,Chapel Hill,Queensland,Australia,Tennis,32
-32.0450,115.7859,Palmyra,Western Australia,Australia,Australian Rules,17
-38.2667,146.0333,Yarragon,Victoria,Australia,Tennis,2
-34.1929,149.2818,Crookwell,New South Wales,Australia,Cricket,1
-45.0379,168.6879,Queenstown,Otago,New Zealand,Cricket,11
-26.6566,152.9904,Woombye,Queensland,Australia,Tennis,4
-38.2612,143.2241,Camperdown,Victoria,Australia,Soccer,4
-35.4404,149.1071,Calwell,Australian Capital Territory,Australia,Rugby Union,10
-35.3127,149.1278,Kingston,Australian Capital Territory,Australia,Rugby Union,11
-27.6208,153.0058,Pallara,Queensland,Australia,Rugby League,7
-27.6133,152.9855,Inala,Queensland,Australia,Australian Rules,1
-34.9962,149.8020,Allawah,New South Wales,Australia,Cricket,4
-33.8220,151.1962,Northbridge,New South Wales,Australia,Rugby Union,7
-33.8437,151.2075,Lavender Bay,New South Wales,Australia,Soccer,24
-33.3667,151.4833,Long Jetty,New South Wales,Australia,Rugby Union,4
-33.8063,150.8612,Rooty Hill,New South Wales,Australia,Cricket,3
-31.9000,115.7500,Scarborough,Western Australia,Australia,Soccer,5
-33.7918,151.0806,Eastwood,New South Wales,Australia,Soccer,16
-31.3500,150.8500,Gowrie,New South Wales,Australia,Tennis,3
-12.4667,130.8333,Darwin,Northern Territory,Australia,Soccer,11
-35.8069,174.4823,Whangarei,Northland,New Zealand,Cricket,1
-37.7576,175.3961,Hamilton,Waikato,New Zealand,Rugby League,1
-33.9210,150.8847,Miller,New South Wales,Australia,Cricket,28
-32.9500,151.6833,Kotara,New South Wales,Australia,Cricket,9
-27.4724,153.0948,Cannon Hill,Queensland,Australia,Australian Rules,10
-26.4299,153.0979,Noosa,Queensland,Australia,Australian Rules,16
-34.7833,138.7333,Golden Grove,South Australia,Australia,Tennis,12
-36.7667,174.5667,Kumeu,Auckland,New Zealand,Rugby Union,1
-33.7956,151.2007,Willoughby,New South Wales,Australia,Soccer,9
-37.9457,145.1581,Springvale,Victoria,Australia,Rugby Union,19
-27.5333,153.0333,Tarragindi,Queensland,Australia,Soccer,7
-32.9725,151.6527,Warners Bay,New South Wales,Australia,Rugby Union,6
-33.7667,151.1333,Pymble,New South Wales,Australia,Soccer,7
-36.8833,174.9333,Howick,Auckland,New Zealand,Rugby Union,1
-34.2333,140.5667,Monash,South Australia,Australia,Tennis,3
-38.1060,147.0608,Sale,Victoria,Australia,Rugby League,5
-37.9077,145.1085,Huntingdale,Victoria,Australia,Soccer,29
-16.5133,145.4644,Port Douglas,Queensland,Australia,Rugby Union,6
-32.7472,151.9971,Tanilba Bay,New South Wales,Australia,Australian Rules,3
-32.7472,151.9971,Tanilba Bay,New South Wales,Australia,Soccer,19
-37.2854,142.9273,Ararat,Victoria,Australia,Australian Rules,7
-37.6833,144.9500,Campbellfield,Victoria,Australia,Soccer,21
-37.3420,144.7798,Romsey,Victoria,Australia,Rugby Union,3
-27.3827,152.9919,McDowall,Queensland,Australia,Rugby Union,1
-32.2677,115.7993,Leda,Western Australia,Australia,Rugby Union,1
-35.0500,138.7500,Mylor,South Australia,Australia,Tennis,1
-33.2267,151.5028,Charmhaven,New South Wales,Australia,Rugby Union,2
-34.4876,150.7780,Horsley,New South Wales,Australia,Cricket,4
-37.9000,145.0000,Gardenvale,Victoria,Australia,Rugby League,1
-27.4333,152.0000,Cabarlah,Queensland,Australia,Rugby Union,1
-23.4421,144.2492,Longreach,Queensland,Australia,Tennis,1
-19.1816,146.5582,Bluewater,Queensland,Australia,Rugby League,1
-38.1014,144.3542,Norlane,Victoria,Australia,Cricket,1
-45.0420,169.1991,Cromwell,Otago,New Zealand,Australian Rules,1
-32.6017,115.8978,North Pinjarra,Western Australia,Australia,Cricket,2
-33.0717,151.6553,Swansea,New South Wales,Australia,Soccer,1
-41.1897,146.2493,Forth,Tasmania,Australia,Australian Rules,1
-42.8333,147.2833,Glenorchy,Tasmania,Australia,Australian Rules,1
-27.5560,152.9222,Middle Park,Queensland,Australia,Cricket,3
-27.3000,152.6167,Dundas,Queensland,Australia,Rugby League,1
-23.5000,150.2833,Warren,Queensland,Australia,Rugby Union,2
-41.0406,145.8305,Somerset,Tasmania,Australia,Tennis,2
-35.7376,150.1984,Batehaven,New South Wales,Australia,Cricket,1
-33.4174,149.5813,Bathurst,New South Wales,Australia,Australian Rules,1
-34.6012,138.8909,Lyndoch,South Australia,Australia,Rugby League,1
-19.3068,146.8139,Idalia,Queensland,Australia,Cricket,1
-36.5511,145.9843,Benalla,Victoria,Australia,Australian Rules,2
-32.9500,151.6667,Cardiff,New South Wales,Australia,Soccer,1
-27.8892,153.0289,Cedar Vale,Queensland,Australia,Rugby League,3
-34.9427,138.6337,Glenside,South Australia,Australia,Rugby Union,2
-35.2812,149.1293,City,Australian Capital Territory,Australia,Soccer,1
-32.0520,115.8053,Willagee,Western Australia,Australia,Cricket,2
-32.0000,116.0833,Walliston,Western Australia,Australia,Soccer,2
-33.7926,150.9763,Constitution Hill,New South Wales,Australia,Cricket,3
-38.3667,145.9833,Mount Eccles,Victoria,Australia,Rugby League,1
-34.4500,150.8500,Yanderra,New South Wales,Australia,Soccer,1
-32.2186,115.8656,Anketell,Western Australia,Australia,Rugby League,1
-37.9500,145.0500,Highett,Victoria,Australia,Tennis,1
-27.1167,152.8833,Upper Caboollure,Queensland,Australia,Soccer,1
-34.2833,150.9500,Coledale,New South Wales,Australia,Cricket,3
-31.9000,116.0500,Greenmount,Western Australia,Australia,Rugby Union,1
-35.3150,149.1286,Canberra,Australian Capital Territory,Australia,Rugby League,2
-33.9500,151.1167,Bexley,New South Wales,Australia,Cricket,1
-36.1333,145.5000,Numurkah,Victoria,Australia,Tennis,2
-27.6487,153.3812,Russell Island,Queensland,Australia,Rugby Union,1
-32.8600,151.3187,Bellbird,New South Wales,Australia,Australian Rules,2
-33.7000,150.5500,Springwood,New South Wales,Australia,Australian Rules,2
-33.8786,151.1969,Ultimo,New South Wales,Australia,Cricket,1
-35.2259,149.0500,Florey,Australian Capital Territory,Australia,Cricket,2
-33.2831,149.1000,Orange,New South Wales,Australia,Rugby Union,1
-27.5671,153.0145,Archerfield,Queensland,Australia,Rugby League,2
-31.9147,115.8489,Menora,Western Australia,Australia,Australian Rules,5
-33.8878,151.2368,,New South Wales,Australia,Rugby League,1
-33.0167,151.7167,Redhead,New South Wales,Australia,Rugby Union,1
-35.1026,150.6297,Sanctuary Point,New South Wales,Australia,Cricket,3
-34.9320,138.5643,Hilton,South Australia,Australia,Rugby League,1
-32.7331,151.5574,Maitland,New South Wales,Australia,Tennis,1
-34.0159,150.6785,Cobbitty,New South Wales,Australia,Rugby Union,2
-33.6833,150.8667,Riverstone,New South Wales,Australia,Cricket,1
-35.1396,138.4932,Noarlunga,South Australia,Australia,Rugby League,1
-31.9628,115.9443,Kewdale,Western Australia,Australia,Australian Rules,2
-34.8890,138.6470,Marden,South Australia,Australia,Australian Rules,1
-32.9073,151.7509,Tighes Hill,New South Wales,Australia,Soccer,1
-33.9670,151.2422,Little Bay,New South Wales,Australia,Rugby League,1
-37.9167,146.0000,Noojee,Victoria,Australia,Cricket,1
-37.8000,144.9667,North Melbourne,Victoria,Australia,Rugby Union,1
-38.0082,175.3302,Te Awamutu,Waikato,New Zealand,Soccer,1
-34.0500,151.1500,Cronulla,New South Wales,Australia,Rugby Union,1
-43.3058,172.5992,Rangiora,Canterbury,New Zealand,Rugby League,1
-41.1667,146.2667,Leith,Tasmania,Australia,Cricket,1
-20.2769,148.6976,Cannonvale,Queensland,Australia,Rugby Union,1
-33.4333,151.3667,Spring Field,New South Wales,Australia,Soccer,2
-12.3919,130.8625,Millner,Northern Territory,Australia,Tennis,2
-36.8167,174.4500,Muriwai Beach,Auckland,New Zealand,Rugby Union,1
-41.1167,147.8667,Moorina,Tasmania,Australia,Cricket,1
-37.7500,145.3500,Lilydale,Victoria,Australia,Rugby Union,4
-37.7494,144.7530,Ravenhall,Victoria,Australia,Tennis,2
-34.2930,150.5781,Bargo,New South Wales,Australia,Rugby League,1
-42.8667,147.6833,Carlton,Tasmania,Australia,Rugby League,1
-38.8667,146.0000,Walkerville South,Victoria,Australia,Cricket,1
-27.5090,153.1351,Chandler,Queensland,Australia,Soccer,1
-33.7000,151.0000,Glenhaven,New South Wales,Australia,Australian Rules,2
-36.9444,174.8441,Auckland,Auckland,New Zealand,Rugby League,2
-34.0698,150.8417,Ruse,New South Wales,Australia,Rugby Union,6
-31.9333,115.8000,Wembley,Western Australia,Australia,Cricket,1
-27.4333,153.0833,Eagle Farm,Queensland,Australia,Soccer,1
-35.6930,174.3001,Whangarei,Northland Region,New Zealand,Cricket,3
-34.3052,150.9334,Thirroul,New South Wales,Australia,Soccer,7
-36.7500,174.5000,Waimauku,Auckland,New Zealand,Tennis,1
-41.1750,174.8503,Wellington,Wellington,New Zealand,Australian Rules,2
-32.2210,116.0090,Byford,Western Australia,Australia,Rugby League,13
-43.0667,147.2547,Snug,Tasmania,Australia,Tennis,3
-19.1913,146.6768,Bushland Beach,Queensland,Australia,Rugby League,5
-27.5167,153.1833,Brisbane,Queensland,Australia,Soccer,1
-27.4189,153.0582,Hendra,Queensland,Australia,Soccer,2
-27.4230,153.1511,Wynnum,Queensland,Australia,Australian Rules,5
-32.1066,115.9590,Southern River,Western Australia,Australia,Cricket,3
-27.5444,152.9489,Sinnamon Park,Queensland,Australia,Rugby Union,4
-37.8167,145.1000,Surrey Hills,Victoria,Australia,Tennis,1
-41.1770,146.3515,Devonport,Tasmania,Australia,Rugby League,2
-27.5563,152.9340,Middle Park,Queensland,Australia,Australian Rules,1
-32.9167,151.7833,Stockton,New South Wales,Australia,Rugby League,2
-38.1178,176.2514,Rotorua,Bay of Plenty Region,New Zealand,Tennis,1
-27.4595,153.0638,Bulimba,Queensland,Australia,Rugby Union,2
-38.4707,145.9642,Leongatha,Victoria,Australia,Rugby League,3
-21.1667,149.1000,Mackay,Queensland,Australia,Tennis,4
-31.0667,152.7333,Sherwood,New South Wales,Australia,Soccer,1
-37.8500,145.1500,Burwood,Victoria,Australia,Soccer,2
-35.1035,138.7959,Echunga,South Australia,Australia,Soccer,4
-27.4833,153.0000,West End,Queensland,Australia,Rugby Union,6
-42.8296,147.3463,Geilston Bay,Tasmania,Australia,Rugby Union,3
-33.4174,149.5813,Bathurst,New South Wales,Australia,Cricket,1
-33.1409,151.5656,Summerland Point,New South Wales,Australia,Australian Rules,2
-37.8161,144.8415,Footscray,Victoria,Australia,Rugby League,8
-33.8833,151.2000,Haymarket,New South Wales,Australia,Tennis,1
-37.8027,145.1266,Box Hill,Victoria,Australia,Cricket,11
-19.2500,146.8000,Belgian Gardens,Queensland,Australia,Tennis,1
-37.7725,144.9724,Brunswick East,Victoria,Australia,Cricket,5
-31.7747,115.7627,Heathridge,Western Australia,Australia,Soccer,1
-34.0167,151.0833,Kareela,New South Wales,Australia,Rugby League,2
-37.7247,144.8813,Melbourne,Victoria,Australia,Soccer,1
-37.8167,145.2000,Mitcham,Victoria,Australia,Australian Rules,2
-31.9483,115.8190,Subiaco,Western Australia,Australia,Australian Rules,4
-37.8511,144.9932,Windsor,Victoria,Australia,Rugby Union,2
-33.8343,151.1459,Hunters Hill,New South Wales,Australia,Cricket,5
-27.5606,151.9539,Toowoomba,Queensland,Australia,Tennis,2
-27.2034,152.9592,Narangba,Queensland,Australia,Cricket,1
-33.7502,150.9354,Blacktown,New South Wales,Australia,Rugby League,1
-34.9754,138.5798,Clarence Gardens,South Australia,Australia,Rugby Union,1
-27.4833,152.9833,Toowong,Queensland,Australia,Soccer,4
-34.0386,151.1001,Miranda,New South Wales,Australia,Rugby League,2
-34.0833,138.2000,Port Wakefield,South Australia,Australia,Soccer,1
-34.0159,150.6785,Cobbitty,New South Wales,Australia,Australian Rules,4
-36.9167,149.6500,Wyndham,New South Wales,Australia,Rugby Union,4
-33.8487,151.2162,Milsons Point,New South Wales,Australia,Soccer,2
-26.6601,153.0995,Maroochydore,Queensland,Australia,Soccer,1
-37.7686,175.8421,Matamata,Waikato,New Zealand,Soccer,1
-35.3387,138.4473,Sellicks Beach,South Australia,Australia,Cricket,2
-19.2474,146.6757,Deeragun,Queensland,Australia,Tennis,4
-34.8957,138.6378,Marden,South Australia,Australia,Tennis,2
-36.8801,174.7495,Auckland,Auckland,New Zealand,Tennis,2
-25.2833,152.8500,Scarness,Queensland,Australia,Rugby Union,1
-35.3421,149.1085,Garran,Australian Capital Territory,Australia,Cricket,3
-34.8333,138.4833,Largs Bay,South Australia,Australia,Tennis,9
-44.6862,169.1275,Wanaka,Otago,New Zealand,Rugby League,6
-37.7596,144.8974,Aberfeldie,Victoria,Australia,Tennis,6
-38.1663,144.3943,Newcomb,Victoria,Australia,Tennis,2
-37.8167,144.9879,Melbourne,Victoria,Australia,Australian Rules,7
-37.9657,144.1357,Lethbridge,Victoria,Australia,Cricket,2
-33.7168,150.5000,Woodford,New South Wales,Australia,Rugby Union,1
-38.5333,146.4000,Christies,Victoria,Australia,Australian Rules,2
-34.4541,138.8087,Freeling,South Australia,Australia,Australian Rules,2
-37.0909,144.0827,Newstead,Victoria,Australia,Australian Rules,1
-33.5373,151.2225,Brooklyn,New South Wales,Australia,Rugby League,1
-34.8916,138.6589,Hectorville,South Australia,Australia,Tennis,6
-37.9668,145.1167,Dingley,Victoria,Australia,Rugby League,3
-35.2002,149.0341,Canberra,Australian Capital Territory,Australia,Cricket,2
-27.6133,152.9855,Inala,Queensland,Australia,Cricket,3
-41.3808,147.1574,Rocherlea,Tasmania,Australia,Soccer,2
-12.5144,130.9688,Moulden,Northern Territory,Australia,Australian Rules,1
-33.8866,150.9480,Canley Vale,New South Wales,Australia,Rugby Union,1
-34.9276,138.6260,Rose Park,South Australia,Australia,Cricket,1
-32.1207,115.8162,Yangebup,Western Australia,Australia,Cricket,2
-34.8476,138.5358,Ottoway,South Australia,Australia,Soccer,1
-42.8607,147.5060,Seven Mile Beach,Tasmania,Australia,Rugby League,2
-29.4404,151.8461,Deepwater,New South Wales,Australia,Rugby Union,1
-33.4833,150.9500,Maroota,New South Wales,Australia,Rugby Union,1
-32.7512,151.1045,Broke,New South Wales,Australia,Cricket,1
-25.2500,152.8167,Point Vernon,Queensland,Australia,Rugby Union,1
-37.7769,145.2146,Park Orchards,Victoria,Australia,Cricket,2
-31.9113,115.8892,Bedford,Western Australia,Australia,Rugby League,2
-30.3398,153.0678,Coffs Harbour,New South Wales,Australia,Rugby League,6
-33.7913,151.1298,Sydney,New South Wales,Australia,Rugby League,19
-37.8833,145.2167,Wantirna South,Victoria,Australia,Cricket,3
-33.9500,151.2333,Matraville,New South Wales,Australia,Australian Rules,16
-27.7833,153.2667,Ormeau,Queensland,Australia,Soccer,5
-33.8481,151.0861,Rhodes,New South Wales,Australia,Cricket,5
-31.9795,115.9181,Perth,Western Australia,Australia,Rugby League,9
-33.8799,151.1623,Petersham,New South Wales,Australia,Cricket,12
-27.6167,152.7333,Wulkuraka,Queensland,Australia,Soccer,4
-26.8863,152.1017,Blackbutt,Queensland,Australia,Australian Rules,3
-41.0693,145.6300,Wynyard,Tasmania,Australia,Rugby League,1
-31.3861,152.4402,Wauchope,New South Wales,Australia,Australian Rules,3
-36.3639,146.3103,Wangaratta,Victoria,Australia,Australian Rules,6
-35.0682,150.6748,Vincentia,New South Wales,Australia,Soccer,6
-33.8972,151.1032,Croydon,New South Wales,Australia,Rugby Union,7
-35.2688,149.1247,Turner,Australian Capital Territory,Australia,Tennis,5
-27.4227,153.0335,Lutwyche,Queensland,Australia,Soccer,8
-39.0278,177.4054,Wairoa,Hawkes Bay,New Zealand,Tennis,1
-34.9167,138.6500,Kensington and Norwood,South Australia,Australia,Rugby League,7
-41.2500,174.7833,Ngaio,Wellington,New Zealand,Cricket,2
-33.8343,151.1459,Hunters Hill,New South Wales,Australia,Soccer,6
-23.9820,151.1583,River Ranch,Queensland,Australia,Cricket,1
-32.7168,151.5667,Bolwarra,New South Wales,Australia,Cricket,7
-29.6500,152.9500,Grafton,New South Wales,Australia,Australian Rules,1
-33.7296,115.4072,Busselton,Western Australia,Australia,Australian Rules,6
-43.5167,172.3667,West Melton,Canterbury,New Zealand,Soccer,1
-37.5833,145.2000,Arthurs Creek,Victoria,Australia,Soccer,2
-32.8921,151.7053,Callaghan,New South Wales,Australia,Tennis,1
-33.5000,151.3167,Blackwall,New South Wales,Australia,Soccer,2
-31.6361,116.1887,Bullsbrook East,Western Australia,Australia,Rugby Union,2
-19.2757,146.7792,Townsville,Queensland,Australia,Rugby League,5
-40.3581,175.6107,Palmerston North,Manawatu-Wanganui,New Zealand,Soccer,1
-34.6585,150.2991,Bundanoon,New South Wales,Australia,Rugby League,1
-33.7787,151.2745,Fairlight,New South Wales,Australia,Soccer,15
-33.5457,150.9143,Cattai,New South Wales,Australia,Australian Rules,1
-27.2333,152.9833,Dakabin,Queensland,Australia,Soccer,6
-34.9048,138.6445,Payneham South,South Australia,Australia,Cricket,9
-35.0000,138.7500,Bridgewater,South Australia,Australia,Soccer,18
-35.5079,150.3892,Ulladulla,New South Wales,Australia,Rugby Union,6
-37.0450,174.9202,Auckland,Auckland,New Zealand,Soccer,5
-38.6167,146.6667,Alberton,Victoria,Australia,Cricket,3
-27.5000,151.6500,Yargullen,Queensland,Australia,Australian Rules,3
-31.7549,116.0024,The Vines,Western Australia,Australia,Soccer,2
-31.9333,115.8833,Maylands,Western Australia,Australia,Soccer,34
-33.2333,151.3833,Jilliby,New South Wales,Australia,Rugby Union,1
-41.2023,146.8172,Beaconsfield,Tasmania,Australia,Australian Rules,7
-41.1000,174.8333,Titahi Bay,Wellington,New Zealand,Rugby Union,2
-37.7281,143.7945,Enfield,Victoria,Australia,Rugby Union,5
-33.8204,150.9943,Mays Hill,New South Wales,Australia,Tennis,5
-34.9365,138.6272,Dulwich,South Australia,Australia,Tennis,2
-37.6167,141.7833,Parkwood,Victoria,Australia,Rugby Union,2
-37.9173,145.1304,Melbourne,Victoria,Australia,Rugby League,1
-37.9770,145.2587,Endeavour Hills,Victoria,Australia,Rugby Union,15
-37.3333,144.8167,Springfield,Victoria,Australia,Soccer,5
-33.9668,151.1500,Monterey,New South Wales,Australia,Tennis,12
-36.8000,174.7500,North Shore,Auckland,New Zealand,Rugby Union,8
-35.1481,138.4710,Port Noarlunga,South Australia,Australia,Rugby League,1
-33.8525,151.1549,Drummoyne,New South Wales,Australia,Australian Rules,8
-43.4492,172.6875,Christchurch,Canterbury,New Zealand,Cricket,10
-19.2474,146.8055,North Ward,Queensland,Australia,Soccer,1
-35.0794,138.5274,Sheidow Park,South Australia,Australia,Cricket,19
-38.3500,145.0833,Merricks North,Victoria,Australia,Rugby League,2
-33.8810,150.0468,Oberon,New South Wales,Australia,Soccer,4
-34.4550,150.8131,Farmborough Heights,New South Wales,Australia,Rugby League,7
-27.6569,152.8072,Swanbank,Queensland,Australia,Soccer,2
-35.5606,174.3839,Whangarei,Northland,New Zealand,Rugby Union,1
-33.7865,150.3851,Blackheath,New South Wales,Australia,Australian Rules,6
-41.0949,145.6115,Wynyard,Tasmania,Australia,Soccer,12
-33.8427,151.1936,Sydney,New South Wales,Australia,Soccer,8
-34.8500,138.6333,Northfield,South Australia,Australia,Australian Rules,14
-27.4325,153.0639,Hamilton,Queensland,Australia,Cricket,6
-34.9833,116.9000,Marks,Western Australia,Australia,Rugby League,8
-37.8822,144.9781,Elwood,Victoria,Australia,Soccer,3
-43.4492,172.6875,Christchurch,Canterbury,New Zealand,Rugby League,6
-33.8178,151.0035,Paramatta,New South Wales,Australia,Cricket,1
-33.3167,151.4500,Chittaway Point,New South Wales,Australia,Rugby League,2
-31.9397,115.8701,Perth,Western Australia,Australia,Rugby Union,3
-28.0167,153.4000,Bundall,Queensland,Australia,Rugby League,6
-32.7833,151.9167,Salt Ash,New South Wales,Australia,Rugby League,8
-33.7458,150.8238,Hebersham,New South Wales,Australia,Tennis,11
-37.3333,144.8167,Springfield,Victoria,Australia,Australian Rules,5
-26.9167,120.7667,Ives,Western Australia,Australia,Soccer,11
-36.8067,144.3549,Strathfieldsaye,Victoria,Australia,Australian Rules,8
-27.7481,153.0776,Chambers Flat,Queensland,Australia,Soccer,3
-31.8070,115.7404,Hillarys,Western Australia,Australia,Cricket,9
-34.5333,150.8667,Windang,New South Wales,Australia,Soccer,15
-33.5106,151.3304,Ettalong,New South Wales,Australia,Cricket,4
-35.1670,149.0947,Casey,Australian Capital Territory,Australia,Rugby League,14
-42.9833,147.1000,Grove,Tasmania,Australia,Australian Rules,22
-32.0522,115.8297,Winthrop,Western Australia,Australia,Cricket,13
-20.1665,147.8081,Bowen,Queensland,Australia,Soccer,7
-34.0500,151.0833,Grays Point,New South Wales,Australia,Rugby Union,4
-41.4598,147.0841,Blackstone Heights,Tasmania,Australia,Soccer,5
-46.1001,168.9448,Gore,Southland,New Zealand,Rugby Union,1
-31.0167,148.3833,Riverside,New South Wales,Australia,Rugby League,9
-33.6552,151.3213,Newport,New South Wales,Australia,Tennis,12
-12.4153,130.8568,Darwin,Northern Territory,Australia,Tennis,23
-38.1079,144.3384,Geelong,Victoria,Australia,Tennis,18
-37.7909,145.0939,Balwyn North,Victoria,Australia,Cricket,56
-33.9333,151.2000,Mascot,New South Wales,Australia,Cricket,29
-34.4404,150.8375,Cordeaux Heights,New South Wales,Australia,Tennis,3
-34.4011,150.4857,Colo Vale,New South Wales,Australia,Rugby League,2
-27.5833,152.9333,Wacol,Queensland,Australia,Rugby League,2
-27.4595,153.0638,Bulimba,Queensland,Australia,Rugby League,14
-35.1258,147.3537,Wagga Wagga,New South Wales,Australia,Cricket,2
-27.2259,152.9910,Kallangur,Queensland,Australia,Soccer,2
-37.5000,175.3333,,Waikato,New Zealand,Rugby League,1
-37.8161,144.8415,Footscray,Victoria,Australia,Cricket,13
-41.3808,147.1574,Rocherlea,Tasmania,Australia,Rugby League,2
-42.8874,147.4055,Howrah,Tasmania,Australia,Tennis,13
-31.8927,115.7951,Innaloo,Western Australia,Australia,Cricket,21
-27.3827,152.9919,McDowall,Queensland,Australia,Tennis,3
-45.8667,170.2333,Outram,Otago,New Zealand,Tennis,1
-33.7667,151.2917,Curl Curl,New South Wales,Australia,Rugby League,42
-24.5870,145.4030,Blackall,Queensland,Australia,Cricket,1
-36.8547,174.8317,Mission Bay,Auckland,New Zealand,Cricket,2
-27.5563,152.9340,Jamboree Heights,Queensland,Australia,Soccer,22
-27.5026,152.9501,Chapel Hill,Queensland,Australia,Rugby League,55
-32.0500,115.9833,Maddington,Western Australia,Australia,Rugby Union,8
-27.6167,152.7667,Ipswich,Queensland,Australia,Rugby League,11
-27.1611,152.9594,Burpengary,Queensland,Australia,Rugby League,18
-42.0308,147.4927,Ross,Tasmania,Australia,Australian Rules,3
-27.6167,152.9000,Goodna,Queensland,Australia,Rugby League,10
-34.8545,150.6167,Nowra,New South Wales,Australia,Rugby League,28
-37.8333,144.9667,North Melbourne,Victoria,Australia,Soccer,9
-33.9385,150.8488,Hoxton Park,New South Wales,Australia,Soccer,3
-26.6816,153.1192,Mooloolaba,Queensland,Australia,Australian Rules,11
